"MatchId";"Team";"Min";"Pts";"O";"D";"T";"As";"St";"To";"Fv";"Ag";"Cm";"Rv";"PIR";"x2M";"x2A";"x3M";"x3A";"FTM";"FTA";"Opponent";"Local"
228;"FC Bayern Munich";200;77;4;28;32;21;4;12;7;3;18;19;101;28;44;4;12;9;11;"Zenit St Petersburg";0
229;"Anadolu Efes Istanbul";200;99;9;25;34;22;9;15;3;3;19;17;120;28;45;11;20;10;11;"ALBA Berlin";0
23;"LDLC ASVEL Villeurbanne";200;63;6;14;20;16;5;18;6;4;21;18;54;15;33;8;19;9;11;"FC Bayern Munich";0
230;"Olympiacos Piraeus";200;70;4;33;37;9;8;21;4;1;18;21;75;19;34;7;17;11;20;"Maccabi FOX Tel Aviv";0
231;"Crvena Zvezda mts Belgrade";200;56;7;24;31;15;5;11;0;2;21;18;52;15;31;5;25;11;14;"KIROLBET Baskonia Vitoria-Gasteiz";0
232;"LDLC ASVEL Villeurbanne";200;79;10;17;27;18;2;17;3;2;22;18;72;20;40;10;19;9;14;"Khimki Moscow Region";0
233;"AX Armani Exchange Milan";225;97;9;17;26;23;5;10;1;1;26;19;99;19;32;15;33;14;18;"Zalgiris Kaunas";0
234;"Fenerbahce Beko Istanbul";200;93;3;21;24;24;8;13;0;0;22;14;109;21;28;14;25;9;10;"Valencia Basket";0
235;"Zenit St Petersburg";200;78;10;22;32;19;9;17;2;4;23;17;76;19;41;10;22;10;13;"CSKA Moscow";0
236;"Khimki Moscow Region";200;85;10;20;30;24;6;14;1;2;22;20;92;23;35;10;24;9;19;"Zalgiris Kaunas";0
237;"Panathinaikos OPAP Athens";200;78;13;22;35;14;13;13;0;2;20;21;84;27;46;1;20;21;25;"Olympiacos Piraeus";0
238;"Valencia Basket";200;65;6;23;29;8;4;14;5;4;20;24;62;18;32;4;20;17;22;"LDLC ASVEL Villeurbanne";0
239;"Real Madrid";200;78;17;28;45;18;8;14;5;5;20;18;88;21;41;9;30;9;13;"AX Armani Exchange Milan";0
24;"AX Armani Exchange Milan";200;79;13;25;38;15;2;9;1;4;17;15;78;15;41;14;26;7;11;"Panathinaikos OPAP Athens";0
240;"Crvena Zvezda mts Belgrade";200;63;14;26;40;14;4;15;0;2;20;17;63;21;41;5;21;6;8;"Fenerbahce Beko Istanbul";0
241;"FC Barcelona";200;84;10;25;35;22;8;14;2;2;19;23;102;19;34;9;26;19;24;"ALBA Berlin";0
242;"Anadolu Efes Istanbul";200;75;6;23;29;9;6;9;3;1;12;18;82;20;38;8;26;11;11;"Maccabi FOX Tel Aviv";0
243;"KIROLBET Baskonia Vitoria-Gasteiz";200;80;8;21;29;16;10;18;1;0;20;21;94;25;41;5;13;15;16;"FC Bayern Munich";0
244;"Zalgiris Kaunas";225;75;10;25;35;21;4;14;3;2;25;20;84;19;36;8;23;13;14;"Zenit St Petersburg";0
245;"CSKA Moscow";200;97;13;35;48;19;2;7;4;2;26;20;116;21;41;12;30;19;20;"Panathinaikos OPAP Athens";0
246;"LDLC ASVEL Villeurbanne";200;78;7;20;27;14;7;11;3;4;28;20;67;24;42;6;24;12;15;"Real Madrid";0
247;"AX Armani Exchange Milan";225;83;8;30;38;14;7;10;3;1;24;20;86;23;40;9;28;10;18;"Valencia Basket";0
248;"Fenerbahce Beko Istanbul";200;68;5;21;26;15;9;13;3;2;18;16;72;18;36;8;21;8;9;"Khimki Moscow Region";0
249;"Olympiacos Piraeus";200;79;6;25;31;21;6;19;0;1;21;18;85;21;34;9;18;10;17;"Anadolu Efes Istanbul";0
25;"Zenit St Petersburg";225;77;12;29;41;14;10;14;2;2;22;23;86;22;51;7;18;12;15;"Olympiacos Piraeus";0
250;"Maccabi FOX Tel Aviv";200;76;10;26;36;17;8;19;3;2;25;23;79;15;25;10;30;16;24;"Crvena Zvezda mts Belgrade";0
251;"FC Bayern Munich";200;80;15;23;38;15;7;14;2;3;30;22;72;16;37;12;27;12;21;"FC Barcelona";0
252;"ALBA Berlin";200;72;8;24;32;22;4;18;4;2;22;18;79;14;29;13;28;5;6;"KIROLBET Baskonia Vitoria-Gasteiz";0
26;"ALBA Berlin";200;84;6;18;24;21;9;17;2;4;27;24;75;8;24;14;35;26;30;"FC Barcelona";0
27;"Anadolu Efes Istanbul";200;83;8;22;30;20;10;10;4;0;14;20;111;26;35;6;27;13;15;"Valencia Basket";0
28;"Panathinaikos OPAP Athens";200;89;7;24;31;27;11;9;4;3;19;18;117;29;47;6;17;13;16;"Zenit St Petersburg";0
29;"Real Madrid";200;60;9;26;35;14;4;16;6;2;17;20;61;7;30;12;30;10;12;"Anadolu Efes Istanbul";0
3;"AX Armani Exchange Milan";200;64;12;29;41;13;6;13;3;2;23;20;59;18;42;4;22;16;24;"FC Bayern Munich";0
30;"Valencia Basket";200;63;12;26;38;10;3;10;1;0;17;26;69;10;30;6;26;25;30;"Maccabi FOX Tel Aviv";0
31;"Khimki Moscow Region";200;87;6;22;28;17;9;18;2;2;21;20;94;19;33;12;23;13;16;"FC Bayern Munich";0
32;"FC Barcelona";200;73;10;23;33;17;10;20;3;3;21;20;75;21;37;7;23;10;15;"Crvena Zvezda mts Belgrade";0
33;"LDLC ASVEL Villeurbanne";200;56;14;16;30;15;7;9;5;3;23;22;56;15;38;6;23;8;12;"Zalgiris Kaunas";0
34;"CSKA Moscow";200;82;12;29;41;18;9;21;1;0;22;21;95;17;27;12;32;12;16;"ALBA Berlin";0
35;"Fenerbahce Beko Istanbul";200;74;11;20;31;16;3;8;1;1;19;23;78;20;41;6;22;16;21;"AX Armani Exchange Milan";0
36;"Olympiacos Piraeus";200;66;9;22;31;13;4;7;2;8;15;17;60;16;38;9;26;7;11;"KIROLBET Baskonia Vitoria-Gasteiz";0
37;"Panathinaikos OPAP Athens";200;86;8;15;23;21;10;5;1;6;17;21;91;23;43;8;25;16;22;"Khimki Moscow Region";0
38;"Crvena Zvezda mts Belgrade";200;70;11;20;31;14;11;16;0;1;21;15;65;23;43;5;23;9;9;"Anadolu Efes Istanbul";0
39;"AX Armani Exchange Milan";200;81;11;31;42;16;6;19;2;2;21;20;91;14;32;12;27;17;18;"ALBA Berlin";0
4;"Fenerbahce Beko Istanbul";200;77;11;20;31;12;5;17;1;2;21;21;76;17;33;8;21;19;21;"Real Madrid";0
40;"KIROLBET Baskonia Vitoria-Gasteiz";200;63;12;27;39;11;5;13;3;5;28;20;54;18;40;5;21;12;15;"LDLC ASVEL Villeurbanne";0
41;"Olympiacos Piraeus";200;84;14;26;40;10;5;8;1;1;19;24;89;23;46;7;23;17;25;"CSKA Moscow";0
42;"Zenit St Petersburg";225;82;16;23;39;16;11;14;8;3;22;26;98;20;41;7;25;21;27;"Zalgiris Kaunas";0
43;"Fenerbahce Beko Istanbul";200;55;7;24;31;11;9;17;1;4;25;20;40;9;34;10;21;7;12;"Maccabi FOX Tel Aviv";0
44;"Real Madrid";200;86;12;20;32;20;7;14;4;1;22;25;92;20;33;10;33;16;25;"FC Bayern Munich";0
45;"Valencia Basket";200;77;13;23;36;10;8;8;3;1;20;21;83;17;38;9;30;16;17;"FC Barcelona";0
46;"Khimki Moscow Region";200;78;15;25;40;17;5;12;4;2;23;25;87;18;38;6;26;24;29;"Crvena Zvezda mts Belgrade";0
47;"Anadolu Efes Istanbul";200;70;14;25;39;13;8;12;1;3;18;20;72;20;36;6;30;12;18;"Panathinaikos OPAP Athens";0
48;"CSKA Moscow";200;87;10;21;31;22;12;14;4;0;21;20;108;12;24;16;33;15;19;"Zenit St Petersburg";0
49;"Zalgiris Kaunas";200;79;7;25;32;16;6;19;0;0;26;25;89;20;33;7;15;18;21;"Fenerbahce Beko Istanbul";0
5;"KIROLBET Baskonia Vitoria-Gasteiz";200;70;7;27;34;11;8;15;7;1;22;16;75;22;35;6;21;8;13;"Zalgiris Kaunas";0
50;"LDLC ASVEL Villeurbanne";200;72;8;19;27;15;3;11;2;0;27;16;63;20;34;8;26;8;10;"Valencia Basket";0
51;"FC Barcelona";200;70;9;25;34;13;9;12;1;4;18;24;74;17;39;7;21;15;22;"AX Armani Exchange Milan";0
52;"Maccabi FOX Tel Aviv";200;90;7;32;39;19;7;11;3;2;23;20;106;20;35;13;28;11;17;"Olympiacos Piraeus";0
53;"FC Bayern Munich";200;60;5;16;21;9;5;10;4;6;27;22;40;14;35;6;18;14;19;"KIROLBET Baskonia Vitoria-Gasteiz";0
54;"ALBA Berlin";200;71;11;23;34;14;8;20;2;4;25;17;56;20;38;8;26;7;12;"Real Madrid";0
55;"Khimki Moscow Region";200;87;11;22;33;24;11;14;2;1;20;14;104;22;35;12;28;7;10;"Zenit St Petersburg";0
56;"Real Madrid";200;75;14;26;40;13;7;7;7;3;18;18;89;19;38;10;31;7;10;"Crvena Zvezda mts Belgrade";0
57;"Anadolu Efes Istanbul";200;86;5;24;29;14;10;12;2;2;15;16;100;20;33;12;22;10;15;"Olympiacos Piraeus";0
58;"ALBA Berlin";200;78;11;20;31;17;8;20;2;0;22;24;76;21;40;8;25;12;18;"Maccabi FOX Tel Aviv";0
59;"KIROLBET Baskonia Vitoria-Gasteiz";200;74;7;23;30;14;9;19;1;2;21;21;72;22;36;8;22;6;13;"AX Armani Exchange Milan";0
6;"FC Barcelona";200;74;11;33;44;21;8;14;5;2;18;15;98;18;37;11;27;5;5;"Anadolu Efes Istanbul";0
60;"FC Bayern Munich";200;82;12;18;30;20;4;13;0;3;20;22;90;22;39;9;20;11;15;"Fenerbahce Beko Istanbul";0
61;"FC Barcelona";200;93;16;22;38;24;8;12;0;0;18;19;121;25;39;8;22;19;22;"Zalgiris Kaunas";0
62;"Valencia Basket";200;80;4;25;29;20;5;13;3;3;19;18;83;18;35;11;28;11;14;"Panathinaikos OPAP Athens";0
63;"CSKA Moscow";200;66;8;28;36;13;5;15;2;1;23;21;63;20;34;5;23;11;20;"LDLC ASVEL Villeurbanne";0
64;"AX Armani Exchange Milan";200;79;7;23;30;19;7;10;1;5;11;17;86;16;37;12;27;11;16;"Khimki Moscow Region";0
65;"Zenit St Petersburg";200;88;12;16;28;26;8;8;2;4;26;17;93;23;43;10;27;12;13;"Anadolu Efes Istanbul";0
66;"ALBA Berlin";250;106;11;31;42;26;9;19;1;3;21;19;120;33;53;9;25;13;17;"Panathinaikos OPAP Athens";0
67;"Maccabi FOX Tel Aviv";200;113;11;28;39;24;12;16;4;4;28;15;128;28;43;17;29;6;10;"KIROLBET Baskonia Vitoria-Gasteiz";0
68;"FC Barcelona";200;76;9;23;32;11;5;14;1;4;24;21;62;16;37;11;26;11;17;"Real Madrid";0
69;"Fenerbahce Beko Istanbul";200;70;12;19;31;15;4;8;2;6;18;16;64;19;36;7;28;11;15;"CSKA Moscow";0
7;"Zenit St Petersburg";200;65;9;23;32;19;5;13;4;4;17;19;68;16;35;7;26;12;16;"ALBA Berlin";0
70;"LDLC ASVEL Villeurbanne";225;74;13;33;46;17;5;22;7;6;21;20;79;21;42;7;21;11;17;"Crvena Zvezda mts Belgrade";0
71;"Zalgiris Kaunas";200;74;10;21;31;16;6;10;0;5;28;25;71;22;44;4;19;18;19;"Olympiacos Piraeus";0
72;"FC Bayern Munich";200;56;4;22;26;10;5;21;2;1;19;12;38;13;31;9;23;3;3;"Valencia Basket";0
73;"Panathinaikos OPAP Athens";200;86;6;25;31;19;7;8;3;3;21;24;100;19;36;11;25;15;22;"Zalgiris Kaunas";0
74;"Crvena Zvezda mts Belgrade";200;80;13;19;32;21;7;9;2;6;18;15;83;22;48;8;20;12;15;"ALBA Berlin";0
75;"Olympiacos Piraeus";200;82;9;22;31;12;6;16;1;1;22;19;81;25;38;6;19;14;19;"FC Bayern Munich";0
76;"Anadolu Efes Istanbul";200;90;11;21;32;16;4;7;1;3;19;28;111;19;39;9;19;25;26;"LDLC ASVEL Villeurbanne";0
77;"Maccabi FOX Tel Aviv";200;88;10;23;33;12;7;12;4;2;24;21;92;22;38;10;27;14;16;"AX Armani Exchange Milan";0
78;"Khimki Moscow Region";200;76;5;21;26;9;4;10;2;5;18;15;58;24;48;7;23;7;8;"Real Madrid";0
79;"Zenit St Petersburg";200;90;12;19;31;21;6;10;2;2;21;20;99;16;32;14;31;16;21;"Valencia Basket";0
8;"Olympiacos Piraeus";200;63;15;22;37;13;5;13;1;5;18;22;63;18;39;4;17;15;23;"LDLC ASVEL Villeurbanne";0
80;"Fenerbahce Beko Istanbul";200;63;5;21;26;14;3;16;2;1;16;18;55;23;37;5;21;2;10;"FC Barcelona";0
81;"CSKA Moscow";200;70;9;27;36;12;8;21;4;7;27;22;54;13;39;10;25;14;16;"KIROLBET Baskonia Vitoria-Gasteiz";0
82;"Crvena Zvezda mts Belgrade";200;61;12;26;38;9;7;11;1;3;24;22;61;17;33;3;24;18;20;"Zalgiris Kaunas";0
83;"Olympiacos Piraeus";200;99;8;26;34;23;5;7;3;2;22;19;121;21;36;14;27;15;18;"ALBA Berlin";0
84;"Anadolu Efes Istanbul";200;81;12;26;38;18;4;10;2;8;13;22;98;17;37;8;23;23;24;"AX Armani Exchange Milan";0
85;"Khimki Moscow Region";200;84;12;22;34;19;6;9;4;1;25;16;87;18;37;13;32;9;12;"Valencia Basket";0
86;"Panathinaikos OPAP Athens";200;87;4;28;32;21;8;6;2;5;21;14;100;19;37;12;26;13;13;"FC Bayern Munich";0
87;"Fenerbahce Beko Istanbul";200;88;7;28;35;21;3;16;5;1;15;22;120;22;37;9;13;17;20;"LDLC ASVEL Villeurbanne";0
88;"Maccabi FOX Tel Aviv";200;73;14;21;35;12;3;17;1;3;30;18;50;15;37;9;28;16;17;"FC Barcelona";0
89;"Zenit St Petersburg";200;60;8;22;30;16;5;13;1;3;20;18;55;18;35;6;25;6;9;"KIROLBET Baskonia Vitoria-Gasteiz";0
9;"CSKA Moscow";200;96;8;29;37;21;5;10;3;4;24;19;107;17;31;17;31;11;19;"Valencia Basket";0
90;"CSKA Moscow";200;81;12;24;36;18;6;14;1;5;24;19;74;15;44;13;25;12;15;"Real Madrid";0
91;"Khimki Moscow Region";200;76;8;20;28;22;5;15;2;2;16;13;79;21;33;10;31;4;5;"Fenerbahce Beko Istanbul";0
92;"Valencia Basket";200;73;11;21;32;14;12;15;0;4;19;25;82;16;33;6;20;23;28;"Crvena Zvezda mts Belgrade";0
93;"Zalgiris Kaunas";200;62;11;25;36;8;7;18;1;2;24;21;51;21;36;2;23;14;18;"ALBA Berlin";0
94;"KIROLBET Baskonia Vitoria-Gasteiz";200;68;18;21;39;20;4;12;2;2;15;19;70;19;41;8;31;6;14;"Panathinaikos OPAP Athens";0
95;"LDLC ASVEL Villeurbanne";200;62;7;22;29;10;4;13;2;1;21;26;56;19;38;3;19;15;22;"Maccabi FOX Tel Aviv";0
96;"Real Madrid";200;86;12;28;40;17;4;10;4;3;13;20;109;14;30;15;33;13;15;"Zenit St Petersburg";0
97;"FC Bayern Munich";200;75;6;15;21;18;8;16;1;5;18;17;69;24;42;5;18;12;13;"Anadolu Efes Istanbul";0
98;"AX Armani Exchange Milan";200;70;4;19;23;8;5;13;1;0;27;20;53;19;38;6;19;14;16;"Olympiacos Piraeus";0
99;"CSKA Moscow";200;96;7;26;33;24;7;15;0;1;18;18;116;22;32;14;30;10;12;"FC Barcelona";0
